country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£385 million for the Advanced Nuclear Fund,£385 million for the Advanced Nuclear Fund,385000.0,thousand,GBP,direct_rd,review,0.9,2021_10_UK.pdf,76,gpt-4o-mini,extract,Funding specifically for R&D in advanced nuclear technologies.
UK,2021,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Future Fund: Breakthrough,Future Fund: Breakthrough,375000.0,thousand,GBP,innovation_instruments,include,1.0,2021_10_UK.pdf,9,gpt-4o-mini,extract,Funding to increase venture capital for R&D intensive companies
UK,2021,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total public R&D investment,Total public R&D investment,20000.0,thousand,GBP,direct_rd,review,1.0,2021_10_UK.pdf,9,gpt-4o-mini,extract,Total R&D investment to be reached by 2024-25
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Horizon Europe funding,Horizon Europe funding,,,GBP,rd_adjacent,review,0.4,2021_10_UK.pdf,91,gpt-4o-mini,extract,Funding for EU science programmes | no_amount
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D tax relief reforms,R&D tax relief reforms,,,GBP,unclear,review,0.4,2021_10_UK.pdf,91,gpt-4o-mini,extract,Reforms to better support R&D | no_amount
UK,2021,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Strength in Places Fund,Strength in Places Fund,,,GBP,rd_adjacent,review,0.4,2021_10_UK.pdf,91,gpt-4o-mini,extract,Part of the ongoing support for R&D | no_amount
UK,2021,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for R&D,Total budget for R&D,20000.0,thousand,GBP,science_agency,review,1.0,2021_10_UK.pdf,91,gpt-4o-mini,extract,Total investment in R&D by 2024-25
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Exascale supercomputer and Artificial Intelligence (AI) Research Resource,Exascale supercomputer and Artificial Intelligence (AI) Research Resource,900000.0,thousand,GBP,research_infrastructure,include,0.9,2023_UK.pdf,101,gpt-4o-mini,extract,Investment for AI and supercomputing research.
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Innovation Accelerators: funding for transformative R&D projects,Innovation Accelerators: funding for transformative R&D projects,100000.0,thousand,GBP,innovation_instruments,include,0.9,2023_UK.pdf,101,gpt-4o-mini,extract,Funding allocated for R&D projects.
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Quantum Strategy: ten-year £2.5 billion quantum research and innovation programme,Quantum Strategy: ten-year £2.5 billion quantum research and innovation programme,2500.0,thousand,GBP,direct_rd,review,0.9,2023_UK.pdf,101,gpt-4o-mini,extract,Long-term funding for quantum research.
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Extending British Patient Capital – Building on British Patient Capital’s strong track record, the government will extend the programme a further 10 years until 2033-34 and increase its focus on R&D intensive industries. This will bring at least £3 billion government investment across key industries including life sciences, Net Zero and deep tech, crowding in many multiples more in private capital.","Extending British Patient Capital – Building on British Patient Capital’s strong track record, the government will extend the programme a further 10 years until 2033-34 and increase its focus on R&D intensive industries. This will bring at least £3 billion government investment across key industries including life sciences, Net Zero and deep tech, crowding in many multiples more in private capital.",3000.0,thousand,GBP,innovation_instruments,review,0.9,2023_UK.pdf,102,gpt-4o-mini,extract,Investment focused on R&D intensive industries.
UK,2023,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Resource DEL excluding depreciation,Resource DEL excluding depreciation,300000.0,thousand,GBP,science_agency,review,0.8,2023_UK.pdf,40,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
UK,2023,program_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Capital DEL,Capital DEL,13100.0,thousand,GBP,research_infrastructure,review,0.9,2023_UK.pdf,42,gpt-4o-mini,extract,Includes funding for research infrastructure.
UK,2023,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,,,GBP,direct_rd,review,0.4,2023_UK.pdf,70,gpt-4o-mini,extract,Specific allocation for R&D. | no_amount
UK,2023,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Science budget,Science budget,,,GBP,direct_rd,review,0.4,2023_UK.pdf,70,gpt-4o-mini,extract,Specific allocation for R&D. | no_amount
UK,2023,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Strength in Places Fund,Strength in Places Fund,,,GBP,direct_rd,review,0.4,2023_UK.pdf,70,gpt-4o-mini,extract,Specific allocation for R&D. | no_amount
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in the region of £900 million to build an exascale supercomputer and to establish a new AI Research Resource.,Investment in the region of £900 million to build an exascale supercomputer and to establish a new AI Research Resource.,900000.0,thousand,GBP,research_infrastructure,review,0.9,2023_UK.pdf,72,gpt-4o-mini,extract,Investment specifically for research infrastructure in AI.
UK,2023,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Quantum research and innovation programme.,Quantum research and innovation programme.,2500.0,thousand,GBP,direct_rd,include,0.9,2023_UK.pdf,73,gpt-4o-mini,extract,Total investment over 10 years for quantum technologies.
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,The government has allocated £100 million funding for the Innovation Accelerators programme to 26 transformative R&D projects.,The government has allocated £100 million funding for the Innovation Accelerators programme to 26 transformative R&D projects.,100000.0,thousand,GBP,innovation_instruments,review,0.9,2023_UK.pdf,73,gpt-4o-mini,extract,Funding for R&D projects under the Innovation Accelerators programme.
UK,2023,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Artificial Intelligence Challenge Prize: reward world-leading AI research,Artificial Intelligence Challenge Prize: reward world-leading AI research,-5000.0,thousand,GBP,direct_rd,review,0.5,2023_UK.pdf,84,gpt-4o-mini,extract,"Amount -5.000e+06 GBP out of plausible range [1e+04, 1e+11]"
UK,2023,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total budget for R&D,Total budget for R&D,,billion,GBP,science_agency,review,0.4,2023_UK.pdf,84,gpt-4o-mini,extract,Total budget not specified in detail. | no_amount
UK,2024,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Resource DEL excluding depreciation,Resource DEL excluding depreciation,300000.0,thousand,GBP,science_agency,review,1.0,2024_03_UK.pdf,29,gpt-4o-mini,extract,
UK,2024,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,"Science, Innovation and Technology","Science, Innovation and Technology",300000.0,thousand,GBP,science_agency,review,1.0,2024_03_UK.pdf,29,gpt-4o-mini,extract,
UK,2024,program_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Capital DEL,Capital DEL,13900.0,thousand,GBP,research_infrastructure,review,1.0,2024_03_UK.pdf,31,gpt-4o-mini,extract,
UK,2024,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,public sector research and innovation infrastructure,public sector research and innovation infrastructure,14000.0,thousand,GBP,research_infrastructure,include,1.0,2024_03_UK.pdf,40,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,up to £100 million support for future satellite communications,up to £100 million support for future satellite communications,100000.0,thousand,GBP,unclear,review,0.2,2024_03_UK.pdf,59,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£1.6 million to progress the quantum computing mission,£1.6 million to progress the quantum computing mission,1600.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,59,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£14 million to boost the UK’s public sector research and innovation infrastructure,£14 million to boost the UK’s public sector research and innovation infrastructure,14000.0,thousand,GBP,research_infrastructure,review,1.0,2024_03_UK.pdf,59,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£20 million proof-of-concept fund to support universities and future founders,£20 million proof-of-concept fund to support universities and future founders,20000.0,thousand,GBP,higher_education,review,1.0,2024_03_UK.pdf,59,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£750 million package at Autumn Statement 2023 for research and development (R&D),£750 million package at Autumn Statement 2023 for research and development (R&D),750000.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,59,gpt-4o-mini,extract,
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£280 million a year to simplify and improve R&D tax reliefs,£280 million a year to simplify and improve R&D tax reliefs,280000.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,60,gpt-4o-mini,extract,
UK,2024,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total budget for R&D,Total budget for R&D,4500.0,thousand,GBP,science_agency,review,1.0,2024_03_UK.pdf,63,gpt-4o-mini,extract,Includes funding for various R&D initiatives.
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£270 million of combined government and industry investment into cutting edge R&D projects,£270 million of combined government and industry investment into cutting edge R&D projects,270000.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,64,gpt-4o-mini,extract,Investment aimed at harnessing the UK’s world-class innovation capabilities.
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Investment of up to £100 million in the Alan Turing Institute over the next five years,Investment of up to £100 million in the Alan Turing Institute over the next five years,100000.0,thousand,GBP,science_agency,review,1.0,2024_03_UK.pdf,65,gpt-4o-mini,extract,Supports cutting edge research in AI and data science.
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£45 million of additional funding to bolster medical charities’ life-saving research agendas,£45 million of additional funding to bolster medical charities’ life-saving research agendas,45000.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,65,gpt-4o-mini,extract,Includes funding for Cancer Research UK to support their fight against cancer.
UK,2024,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£520 million of new funding for life sciences manufacturing,£520 million of new funding for life sciences manufacturing,520000.0,thousand,GBP,direct_rd,review,1.0,2024_03_UK.pdf,65,gpt-4o-mini,extract,Funding to build resilience for future health emergencies and capitalise on the UK’s world-class R&D.
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Connectivity in Low Earth Orbit (CLEO) – The government is confirming up to £100 million to launch the national component of the full £160 million CLEO programme.,Connectivity in Low Earth Orbit (CLEO) – The government is confirming up to £100 million to launch the national component of the full £160 million CLEO programme.,100000.0,thousand,GBP,direct_rd,review,0.9,2024_03_UK.pdf,82,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Fellowships – The £250 million Faraday Discovery Fellowships and £150 million Green Future Fellowships will be funded through endowments to the Royal Society and the Royal Academy of Engineering.,Fellowships – The £250 million Faraday Discovery Fellowships and £150 million Green Future Fellowships will be funded through endowments to the Royal Society and the Royal Academy of Engineering.,400000.0,thousand,GBP,higher_education,include,0.9,2024_03_UK.pdf,82,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Quantum computing – The government is allocating £1.6 million in 2024-25 to an error correction programme in quantum computing.,Quantum computing – The government is allocating £1.6 million in 2024-25 to an error correction programme in quantum computing.,1600.0,thousand,GBP,direct_rd,review,0.9,2024_03_UK.pdf,82,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Research and Innovation Organisation (RIO) fund – The government is allocating £14 million for infrastructure used by public sector research and innovation organisations.,Research and Innovation Organisation (RIO) fund – The government is allocating £14 million for infrastructure used by public sector research and innovation organisations.,14000.0,thousand,GBP,research_infrastructure,review,0.9,2024_03_UK.pdf,82,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Agri-food Launchpad – The government is investing £5 million over the next 3 years in an agri-food Launchpad in Mid and North Wales.,Agri-food Launchpad – The government is investing £5 million over the next 3 years in an agri-food Launchpad in Mid and North Wales.,5000.0,thousand,GBP,direct_rd,review,0.9,2024_03_UK.pdf,83,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D tax reliefs: Expert advisory panel – HMRC will establish an expert advisory panel to support the administration of the R&D tax reliefs.,R&D tax reliefs: Expert advisory panel – HMRC will establish an expert advisory panel to support the administration of the R&D tax reliefs.,,,,unclear,review,0.4,2024_03_UK.pdf,83,gpt-4o-mini,extract,no_amount
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Space launch support – The government will make available £10 million of funding to SaxaVord Spaceport to support orbital launch in 2024.,Space launch support – The government will make available £10 million of funding to SaxaVord Spaceport to support orbital launch in 2024.,10000.0,thousand,GBP,direct_rd,review,0.9,2024_03_UK.pdf,83,gpt-4o-mini,extract,
UK,2024,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Spin-outs Review – The government has asked universities to report on their spin-out policies by the end of May 2024 and has also begun consulting on the design of the new £20 million proof-of-concept fund.,Spin-outs Review – The government has asked universities to report on their spin-out policies by the end of May 2024 and has also begun consulting on the design of the new £20 million proof-of-concept fund.,20000.0,thousand,GBP,direct_rd,review,0.9,2024_03_UK.pdf,83,gpt-4o-mini,extract,
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Association to EU research programmes and partnerships,Association to EU research programmes and partnerships,2700.0,thousand,GBP,rd_adjacent,include,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,Funding for association to EU research programmes.
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Funding for proof-of-concept funding for spin-outs,Funding for proof-of-concept funding for spin-outs,40000.0,thousand,GBP,innovation_instruments,review,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,Funding to support commercialisation of university research.
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Funding for the Made Smarter Innovation programme,Funding for the Made Smarter Innovation programme,37000.0,thousand,GBP,innovation_instruments,review,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,Funding to help firms integrate digital technologies into manufacturing.
UK,2024,program_total,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Investment in R&D,Investment in R&D,13900.0,thousand,GBP,direct_rd,review,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,Funding allocated for R&D activities.
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Support for core research,Support for core research,6100.0,thousand,GBP,direct_rd,include,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,Funding for core research activities.
UK,2024,section_total,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Total DEL funding,Total DEL funding,15100.0,thousand,GBP,science_agency,review,1.0,2024_10_UK.pdf,107,gpt-4o-mini,extract,"Total funding for the Department for Science, Innovation and Technology."
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Life Sciences Innovative Manufacturing Fund,Life Sciences Innovative Manufacturing Fund,70000.0,thousand,GBP,direct_rd,include,0.9,2024_10_UK.pdf,108,gpt-4o-mini,extract,Part of a longer-term funding commitment of up to £520 million
UK,2024,section_total,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,Total DEL funding,Total DEL funding,0.0,thousand,GBP,science_agency,review,0.5,2024_10_UK.pdf,108,gpt-4o-mini,extract,"Total DEL funding not specified | Amount 0.000e+00 GBP out of plausible range [1e+04, 1e+11]"
UK,2024,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,multi-year R&D Missions Programme,multi-year R&D Missions Programme,25000.0,thousand,GBP,direct_rd,review,0.9,2024_10_UK.pdf,108,gpt-4o-mini,extract,To solve targeted problems and crowd in private investment
UK,2024,line_item,Defra,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",,Research and innovation in support of climate resilience and net zero goals,Research and innovation in support of climate resilience and net zero goals,58000.0,thousand,GBP,direct_rd,include,0.9,2024_10_UK.pdf,110,gpt-4o-mini,extract,Funding for climate resilience and net zero goals
UK,2024,line_item,Industrial Strategy,Industrial Strategy,Industrial Strategy,,R&D and Capital funding for the automotive sector,R&D and Capital funding for the automotive sector,2000.0,thousand,GBP,direct_rd,include,0.9,2024_10_UK.pdf,146,gpt-4o-mini,extract,Committing over £2 billion in R&D and Capital funding over 5 years
UK,2024,line_item,Industrial Strategy,Industrial Strategy,Industrial Strategy,,R&D funding for the aerospace sector,R&D funding for the aerospace sector,975000.0,thousand,GBP,direct_rd,include,0.9,2024_10_UK.pdf,146,gpt-4o-mini,extract,Committing £975 million in R&D funding over five years
UK,2024,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Total Resource DEL excluding depreciation,Total Resource DEL excluding depreciation,13700.0,thousand,GBP,science_agency,review,1.0,2024_10_UK.pdf,160,gpt-4o-mini,extract,
UK,2024,program_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,"Science, Innovation and Technology","Science, Innovation and Technology",400000.0,thousand,GBP,direct_rd,review,1.0,2024_10_UK.pdf,161,gpt-4o-mini,extract,
UK,2024,program_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,"Science, Innovation and Technology","Science, Innovation and Technology",13300.0,thousand,GBP,research_infrastructure,review,1.0,2024_10_UK.pdf,163,gpt-4o-mini,extract,
UK,2024,program_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Capital DEL,Capital DEL,13300.0,thousand,GBP,research_infrastructure,review,0.9,2024_10_UK.pdf,166,gpt-4o-mini,extract,"Capital DEL for Science, Innovation and Technology."
UK,2024,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Resource DEL excluding depreciation,Resource DEL excluding depreciation,400000.0,thousand,GBP,direct_rd,review,0.9,2024_10_UK.pdf,166,gpt-4o-mini,extract,"Resource DEL for Science, Innovation and Technology."
UK,2024,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Total,Total,400000.0,thousand,GBP,science_agency,review,0.8,2024_10_UK.pdf,166,gpt-4o-mini,extract,"Total for the Science, Innovation and Technology department."
UK,2024,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Total Departmental Expenditure Limits (DEL) excluding depreciation,Total Departmental Expenditure Limits (DEL) excluding depreciation,13700.0,thousand,GBP,science_agency,review,1.0,2024_10_UK.pdf,40,gpt-4o-mini,extract,
UK,2024,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Resource Departmental Expenditure Limits (DEL) excluding depreciation,Resource Departmental Expenditure Limits (DEL) excluding depreciation,400000.0,thousand,GBP,science_agency,review,1.0,2024_10_UK.pdf,42,gpt-4o-mini,extract,
UK,2024,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Capital Departmental Expenditure Limits (DEL),Capital Departmental Expenditure Limits (DEL),13300.0,thousand,GBP,science_agency,review,1.0,2024_10_UK.pdf,43,gpt-4o-mini,extract,
UK,2025,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,£10 million will be invested in the South Wales world-leading semiconductor technologies cluster,£10 million will be invested in the South Wales world-leading semiconductor technologies cluster,10000.0,thousand,GBP,direct_rd,review,1.0,2025_UK.pdf,110,gpt-4o-mini,extract,
UK,2025,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for R&D,Total budget for R&D,1600.0,thousand,GBP,science_agency,review,0.9,2025_UK.pdf,124,gpt-4o-mini,extract,Includes allocations for various R&D initiatives.
UK,2025,program_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Science budget,Science budget,500000.0,thousand,GBP,direct_rd,review,0.8,2025_UK.pdf,126,gpt-4o-mini,extract,Specific allocation for scientific research.
UK,2025,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,300000.0,thousand,GBP,innovation_instruments,include,0.85,2025_UK.pdf,131,gpt-4o-mini,extract,Funding aimed at boosting R&D in key industrial sectors.
UK,2025,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Strength in Places Fund,Strength in Places Fund,200000.0,thousand,GBP,direct_rd,include,0.8,2025_UK.pdf,137,gpt-4o-mini,extract,Supports R&D activities that drive local economic growth.
UK,2025,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Total budget for the Department for Business, Innovation and Skills","Total budget for the Department for Business, Innovation and Skills",783000.0,thousand,GBP,science_agency,review,1.0,2025_UK.pdf,138,gpt-4o-mini,extract,Total includes R&D components.
UK,2025,section_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total budget for UK Research and Innovation,Total budget for UK Research and Innovation,,billion,GBP,science_agency,review,0.4,2025_UK.pdf,139,gpt-4o-mini,extract,Total includes R&D components. | no_amount
UK,2025,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Funding for the Industrial Strategy Challenge Fund,Funding for the Industrial Strategy Challenge Fund,,billion,GBP,innovation_instruments,review,0.4,2025_UK.pdf,140,gpt-4o-mini,extract,Specific allocation for R&D activities. | no_amount
UK,2025,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Funding for the Strength in Places Fund,Funding for the Strength in Places Fund,,billion,GBP,innovation_instruments,review,0.4,2025_UK.pdf,140,gpt-4o-mini,extract,Specific allocation for R&D activities. | no_amount
UK,2025,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Funding for the national supercomputer at the University of Edinburgh,Funding for the national supercomputer at the University of Edinburgh,750000.0,thousand,GBP,research_infrastructure,review,1.0,2025_UK.pdf,141,gpt-4o-mini,extract,Investment in research infrastructure.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for the Cardiff Parkway development,Funding for the Cardiff Parkway development,,,GBP,unclear,review,0.4,2025_UK.pdf,142,gpt-4o-mini,extract,"Funding for infrastructure development, unclear if directly tied to R&D. | no_amount"
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for the Local Innovation Partnership Fund,Funding for the Local Innovation Partnership Fund,30000.0,thousand,GBP,innovation_instruments,review,0.9,2025_UK.pdf,142,gpt-4o-mini,extract,Direct award for Cardiff City Region.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for the remediation of brownfield land in Port Talbot,Funding for the remediation of brownfield land in Port Talbot,4200.0,thousand,GBP,unclear,review,0.2,2025_UK.pdf,142,gpt-4o-mini,extract,"Aligned to the Celtic Freeport, helping to unlock further investment."
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for three Welsh automotive companies from the latest DRIVE35 programme,Funding for three Welsh automotive companies from the latest DRIVE35 programme,1500.0,thousand,GBP,innovation_instruments,review,0.8,2025_UK.pdf,142,gpt-4o-mini,extract,Funding aimed at supporting automotive innovation.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,£4 million per year that UKRI will invest in new fellowship funding,£4 million per year that UKRI will invest in new fellowship funding,4000.0,thousand,GBP,higher_education,review,0.9,2025_UK.pdf,142,gpt-4o-mini,extract,Funding for fellowships to support academic entrepreneurs.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for Queen’s University Belfast Advanced Manufacturing Innovation Centre,Funding for Queen’s University Belfast Advanced Manufacturing Innovation Centre,100000.0,thousand,GBP,research_infrastructure,review,0.9,2025_UK.pdf,147,gpt-4o-mini,extract,R&D centre set to open in 2026.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,"Funding for Studio Ulster, a virtual production R&D studio","Funding for Studio Ulster, a virtual production R&D studio",25200.0,thousand,GBP,research_infrastructure,review,0.9,2025_UK.pdf,147,gpt-4o-mini,extract,Investment in a state-of-the-art R&D studio.
UK,2025,line_item,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Funding for advanced manufacturing in Northern Ireland,Funding for advanced manufacturing in Northern Ireland,310000.0,thousand,GBP,direct_rd,review,0.9,2025_UK.pdf,147,gpt-4o-mini,extract,Funding for large-scale R&D projects.
UK,2025,section_total,"Science, Innovation and Technology","Science, Innovation and Technology","Science, Innovation and Technology",,Total Capital DEL,Total Capital DEL,13200.0,thousand,GBP,science_agency,review,0.8,2025_UK.pdf,147,gpt-4o-mini,extract,"Total for the Science, Innovation and Technology department."
UK,2025,line_item,Innovate UK,Innovate UK,Innovate UK,,Innovate UK will launch a new Growth Catalyst programme worth £130 million,Innovate UK will launch a new Growth Catalyst programme worth £130 million,130000.0,thousand,GBP,innovation_instruments,review,1.0,2025_UK.pdf,71,gpt-4o-mini,extract,
UK,2025,line_item,DSIT,"Department for Science, Innovation and Technology","Department for Science, Innovation and Technology",,£4.5 billion for innovative UK companies in IS-8 sectors,£4.5 billion for innovative UK companies in IS-8 sectors,4500.0,thousand,GBP,innovation_instruments,review,1.0,2025_UK.pdf,71,gpt-4o-mini,extract,
UK,2025,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,2000.0,thousand,GBP,innovation_instruments,include,0.9,2025_UK.pdf,78,gpt-4o-mini,extract,
UK,2025,program_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Science budget,Science budget,1000.0,thousand,GBP,science_agency,review,0.9,2025_UK.pdf,78,gpt-4o-mini,extract,
UK,2025,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Strength in Places Fund,Strength in Places Fund,500000.0,thousand,GBP,innovation_instruments,review,0.8,2025_UK.pdf,78,gpt-4o-mini,extract,
